Wärmebrücke,Zusatzinfo Wärmebrücke,Bezeichnung,Psi-Wert,mit Referenzbauteil,ebz,W&P,VHAG,Datum,Nr.,BV,Name,Farbe,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm032_F0,80_HST",0.0927,,,,X,23.03.2015,353,,,light green 8,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm032_F0,83",0.2590,,,,X,22.11.2017,1386,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm032_F0,87",0.2587,,,,X,22.06.2017,1258,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_REF,0.2299,X,,,X,17.08.2021,2233,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_F0,71",0.2386,,,,X,10.12.2019,1909,,,light blue,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_F0,73",0.2566,,,,X,05.04.2017,1130,,,light orange,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_F0,73",0.2512,,,,X,20.09.2018,1588,,V1 UrbanStyle,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_F0,73",0.2566,,,,X,13.04.2017,1142,Aktionshaus,Variante7,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_F0,73_(0,182)",0.2380,,,,X,13.04.2017,1142,Aktionshaus,Variante8,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_F0,73_13cm Geschosserhöhung",0.2345,,,,X,04.05.2017,1174,,,light orange,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_F0,73_andere Sturzhöhe",0.2291,,,,X,24.04.2017,1153,85369,Rohr,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_F0,73_Dach-240mm035_Treppenöffnung",0.1185,,,,X,05.04.2017,1130,,,light orange,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_F0,75",0.2520,,,,X,31.05.2017,1224,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_F0,78_HST",0.0792,,,,X,19.06.2017,1253,,,light orange,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_F0,79",0.2555,,,,X,03.02.2017,1024,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_F0,80",0.2583,,,,X,28.06.2018,1527,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_F0,80_HST",0.0802,,,,X,14.09.2016,872,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_F0,86_HST",0.0623,,,,X,22.11.2017,1386,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_F0,92_HST",0.0770,,,,X,11.04.2017,1139,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_HST_REF,0.1485,X,,,X,27.09.2021,2292,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_Drempel eingerückt_REF,0.2278,X,,,X,04.11.2021,2323,,V1 UrbanStyle,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_F0,69",0.2497,,,,X,09.04.2021,2150,,,light green,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_F0,73",0.2576,,,,X,07.04.2017,1137,,,light orange,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_F0,75",0.2530,,,,X,15.05.2017,1190,,,light yellow 1,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_F0,75_Treppenöffnung",0.2308,,,,X,30.05.2018,1504,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_F0,78_HST",0.0812,,,,X,17.07.2017,1285,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_F0,79",0.2565,,,,X,13.05.2016,704,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_F0,80",0.2896,,,,X,03.11.2017,1350,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_F0,80_HST",0.0825,,,,X,16.11.2016,953,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_F0,81_13cm Geschosserhöhung",0.2372,,,,X,30.06.2016,792,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_F0,86_HST",0.0771,,,,X,13.06.2018,1514,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm035_REF,0.2358,X,,,X,19.08.2021,2238,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-360mm032_F0,79",0.1983,,,,X,06.07.2016,802,84687,Strauss,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-360mm032_F0,81",0.1997,,,,X,06.07.2016,802,84687,Strauss,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D20-14_Drempel-240mm032_F0,73",0.2564,,,,X,10.08.2017,1305,,,light orange,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D20-14_Drempel-240mm032_F0,73_Dach-280mm032",0.2111,,,,X,17.05.2017,1201,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D20-14_Drempel-240mm032_F0,75",0.2519,,,,X,28.04.2017,1168,,,light yellow 1,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D20-14_Drempel-240mm032_F0,78_Dach-280mm032_HST",0.0529,,,,X,17.05.2017,1201,,,light orange 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D20-14_Drempel-280mm032_F0,73",0.2586,,,,X,30.05.2017,1220,,,light orange,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D20-14_Drempel-280mm032_F0,79",0.2575,,,,X,29.08.2016,859,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D22-14_Drempel-280mm032_F0,73",0.2951,,,,X,07.11.2017,1340,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D22-14_Drempel-300mm032_F0,73_26cm Geschosserhöhung                                                                ",0.2290,,,,X,15.06.2017,1249,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-240mm032_REF,0.2312,X,,,X,26.05.2023,2563,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-240mm032_HST_REF,0.1454,X,,,X,28.02.2022,2396,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-240mm032_Drempel eingerückt_REF,0.2244,X,,,X,02.05.2024,2657,,V1 UrbanStyle,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-240mm032_F0,71",0.2450,,,,X,14.12.2020,2087,,,light blue,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-240mm032_F0,73",0.2583,,,,X,27.04.2017,1166,,,light orange,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-240mm032_F0,75",0.2493,,,,X,20.06.2018,1521,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-240mm032_F0,76",0.2436,,,,X,15.12.2020,2089,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-240mm035_REF,0.2330,X,,,X,17.09.2021,2278,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-240mm035_HST_REF,0.1472,X,,,X,29.09.2021,2293,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-280mm032_REF,0.2375,X,,,X,01.06.2021,2187,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-280mm032_F0,63",0.2522,,,,X,05.11.2020,2056,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-280mm032_F0,69",0.2527,,,,X,11.01.2021,2092,,,light yellow,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-280mm032_F0,71",0.2512,,,,X,11.03.2021,2133,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-280mm032_F0,73",0.2606,,,,X,21.06.2017,1255,,,light orange,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-280mm032_F0,75",0.2560,,,,X,17.05.2017,1196,,,light orange 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-280mm035_REF,0.2389,X,,,X,18.08.2021,2235,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm032_Stb-D24-14_Drempel-280mm035_HST_REF,0.1531,X,,,X,18.08.2021,2235,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm032_F0,73",0.2563,,,,X,31.01.2018,1436,,,light orange,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm032_F0,73_Drempel eingerückt",0.2473,,,,X,25.09.2018,1596,,V1 UrbanStyle,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm032_F0,73_Treppenöffnung",0.1910,,,,X,25.09.2018,1596,,,light orange 2,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm032_F0,75",0.2376,,,,X,21.11.2019,1899,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm032_REF,0.2270,X,,,X,12.01.2022,2359,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_REF,0.2278,X,,,X,25.08.2021,2252,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_Drempel eingerückt_REF,0.2218,X,,,X,01.03.2024,2646,,V1 UrbanStyle,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_F0,69",0.2432,,,,X,09.11.2020,2058,,,light orange 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_F0,71",0.2365,,,,X,10.12.2019,1909,,,cyan,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_F0,73",0.2545,,,,X,22.03.2017,1100,,,light orange,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_F0,73_Drempel eingerückt",0.2487,,,,X,04.09.2018,1566,,V1 UrbanStyle,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_F0,73_stark belüftet",0.2402,,,,X,03.12.2019,1906,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_F0,73_Dach-240mm035_Treppenöffnung",0.1785,,,,X,25.04.2017,1160,85176,Gottschalt,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_F0,73_Dach-240mm035_Treppenöffnung",0.1150,,,,X,05.04.2017,1124,,,light orange,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_F0,73_Treppenöffnung",0.1783,,,,X,11.09.2018,1571,,,light orange 2,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_F0,75",0.2500,,,,X,22.06.2017,1259,,,light orange 2,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_F0,76",0.2402,,,,X,26.01.2021,2105,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_F0,78_HST",0.0770,,,,X,15.05.2017,1189,,,light orange,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_F0,78_HST_Drempel eingerückt",0.0909,,,,X,04.09.2018,1566,,V1 UrbanStyle,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_F0,78_HST_stark belüftet",0.0832,,,,X,03.12.2019,1906,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_F0,80_HST",0.0780,,,,X,"01,07,2016",793,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D18-14_Drempel-400mm035_F0,73",0.2458,,,,X,24.09.2018,1594,,V1 UrbanStyle,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D20-14_Drempel-240mm032_F0,73_11cm Geschosserhöhung",0.2330,,,,X,09.02.2018,1445,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm035_Stb-D24-14_Drempel-240mm032_REF,0.2293,X,,,X,24.03.2022,2409,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm035_Stb-D24-14_Drempel-240mm032_Drempel eingerückt_13cm Geschosserhöhung_REF,0.1985,X,,,X,16.11.2023,2605,,V1 UrbanStyle,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D24-14_Drempel-240mm032_F0,69",0.2446,,,,X,12.11.2020,2063,,,light green,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D24-14_Drempel-240mm032_HST0,78",0.0845,,,,X,15.11.2019,1888,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D24-14_Drempel-240mm032_F0,80",0.2469,,,,X,21.11.2019,1898,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW2-160mm035_Stb-D24-14_Drempel-240mm035+40mm032_F0,73",0.2625,,,,X,14.05.2019,1777,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm035_Stb-D24-14_Drempel-280mm032_REF,0.2356,X,,,X,19.04.2024,2650,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW2-160mm035_Stb-D24-14_Drempel-280mm032_HST_REF,0.1498,X,,,X,19.04.2024,2650,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW4-160mm032_Stb-D18-14_Drempel-240mm032_F0,73",0.2552,,,,X,25.07.2019,1813,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW4-160mm032_Stb-D18-14_Drempel-240mm032_F0,80_HST",0.0778,,,,X,30.03.2017,1114,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW4-160mm035_Stb-D18-14_Drempel-240mm035_F0,73",0.2537,,,,X,29.08.2018,1558,,,light orange 2,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW4-160mm035_Stb-D18-14_Drempel-240mm035_F0,73_Treppenöffnung",0.1755,,,,X,03.09.2018,1563,,,light orange 2,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW6-160mm032_Stb-D18-14_Drempel-240mm032_F0,73_Treppenöffnung",0.2316,,,,X,08.08.2017,1303,,,light orange 2,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW6-160mm032_Stb-D18-14_Drempel-240mm032_F0,80",0.2481,,,,X,24.08.2017,1318,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW6-160mm032_Stb-D18-14_Drempel-240mm035_F0,80_HST",0.0733,,,,X,12.08.2016,827,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW6-160mm032_Stb-D24-14_Drempel-240mm032_REF,0.2234,X,,,X,17.02.2022,2386,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW6-160mm032_Stb-D24-14_Drempel-240mm032_HST_REF,0.1375,X,,,X,17.02.2022,2386,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW6-160mm032_Stb-D24-14_Drempel-240mm035_HST_REF,0.1394,X,,,X,17.09.2021,2278,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),AW44-V-15PPW6-160mm032_Stb-D24-14_Drempel-280mm035_REF,0.2311,X,,,X,15.09.2021,2275,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW6-160mm035_Stb-D18-14_Drempel-240mm032_HST0,78",0.0748,,,,X,30.01.2020,1930,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Satteldach),"AW44-V-15PPW6-160mm035_Stb D20-14_Drempel 240mm032_F0,75",0.2268,,,,X,15.05.2018,1493,85958,,,,
Sturz Fenster (mit Rollladen),,an Drempel (Pfettendach),,,,,,,,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),"AW44-P-15PPW2-160mm032_Stb-D18-14_Drempel-240mm032_F0,69_Pfettendach",0.2366,,,,X,09.11.2020,2058,,,light blue,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),AW44-P-15PPW2-160mm032_Stb-D18-14_Drempel-240mm032_Pfettendach_REF,0.2215,X,,,X,15.02.2024,2636,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),AW44-P-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_Pfettendach_REF,0.2297,X,,,X,06.07.2021,2215,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),"AW44-P-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_F0,73_Pfettendach",0.2632,,,,X,05.06.2019,1788,87175,Fischer,,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),"AW44-P-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_F0,73_13cm Geschosserhöhung_Pfettendach",0.2271,,,,X,08.09.2020,2024,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),AW44-P-15PPW2-160mm032_Stb-D24-14_Drempel-240mm032_Pfettendach_REF,0.2235,X,,,X,28.03.2022,2410,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),AW44-P-15PPW2-160mm032_Stb-D24-14_Drempel-240mm032_Pfettendach_HST_REF,0.1272,X,,,X,20.02.2024,2638,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),AW44-P-15PPW2-160mm032_Stb-D24-14_Drempel-240mm032_Pfettendach_13cm Geschosserhöhung_REF,0.1987,X,,,X,13.12.2021,2349,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),AW44-P-15PPW2-160mm032_Stb-D24-14_Drempel-280mm032_Pfettendach_13cm Geschosserhöhung_REF,0.2075,X,,,X,16.12.2021,2353,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),"AW44-P-15PPW2-160mm032_Stb-D24-14_Drempel-280mm032_F0,69_Pfettendach",0.2463,,,,X,19.01.2021,2100,,,light blue,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),"AW44-P-15PPW2-160mm032_Stb-D24-14_Drempel-280mm032_HST0,78_Pfettendach",0.0866,,,,X,29.04.2021,2167,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),AW44-P-15PPW2-160mm032_Stb-D24-14_Drempel-280mm035_Pfettendach_REF,0.2319,X,,,X,13.09.2021,2274,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),AW44-P-15PPW2-160mm032_Stb-D24-14_Drempel-240mm032_Pfettendach_REF,,,,,,,,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),"AW44-P-15PPW2-160mm035_Stb-D18-14_Drempel-240mm032_F0,73_Pfettendach",0.2582,,,,X,14.06.2019,1795,87175,Fischer,light orange 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),"AW44-P-15PPW2-160mm035_Stb-D18-14_Drempel-240mm035_F0,69_Pfettendach",0.2356,,,,X,09.11.2020,2058,,,light blue,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),"AW44-P-15PPW2-160mm035_Stb-D24-14_Drempel-240mm035_Dach-240mm035_F0,73_Pfettendach_15cm Geschosserhöhung_Treppenöffnung",0.2429,,,,X,22.08.2019,1828,87262,Gorgels,,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),AW44-P-15PPW2-160mm035_Stb-D24-14_Drempel-240mm035+40mm032_Pfettendach_REF,0.2314,X,,,X,20.06.2023,2569,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),"AW44-V-15KS(1,8)-160mm032_Stb-D24-14_Drempel-280mm032_Pfettendach_REF",0.2101,X,,,X,17.09.2021,2277,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),"AW44-V-15KS(1,8)-160mm032_Stb-D24-14_Drempel-320mm032_Pfettendach_REF",0.2120,X,,,X,01.12.2021,2342,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm032_F0,69_Pfettendach",0.2335,,,,X,09.11.2020,2058,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm032_F0,71_Pfettendach",0.2414,,,,X,28.11.2019,1885,,,light blue,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm032_F0,73_Pfettendach",0.2554,,,,X,22.05.2019,1782,86925,Hilbig,light orange 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm032_Pfettendach_REF,0.2205,X,,,X,26.07.2022,2454,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-240mm035_Pfettendach_REF,0.2213,X,,,X,20.08.2021,2240,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_Pfettendach_REF,0.2265,X,,,X,09.07.2021,2219,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_Pfettendach_HST_REF,0.1419,X,,,X,09.07.2021,2219,,,light magenta 3,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_F0,73_Pfettendach",0.2599,,,,X,23.05.2019,1785,86925,Hilbig,,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_F0,76_Pfettendach",0.2378,,,,X,15.04.2021,2155,,,,,
Sturz Fenster (mit Rollladen),an Drempel (Pfettendach),"AW44-V-15PPW2-160mm032_Stb-D18-14_Drempel-280mm032_F0,84_Pfettendach_HST",0.0709,,,,X,15.04.2021,2155,,,,,
